n,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3
2851,6302.57714581818,3108.8455,31.088455,3.1088455,3.1088456E-03,3108845.5,31088.455,3108.8455,3.1088455,4.1818712E-04,2.0449623E-02,3.108533,3108.533
2841,6280.47059672727,3092.5266,30.925266,3.0925267,3.0925267E-03,3092526.8,30925.268,3092.5266,3.0925267,1.0337253E-03,3.21516E-02,3.089474,3089.4739
2831,6258.36404763636,3105.0615,31.050615,3.1050615,3.1050616E-03,3105061.5,31050.615,3105.0615,3.1050615,9.6620683E-04,3.1083867E-02,3.101354,3101.354
2821,6236.25749854545,3058.835,30.588348,3.058835,3.058835E-03,3058835.0,30588.35,3058.835,3.058835,4.863924E-04,2.2054305E-02,3.056195,3056.195
2811,6214.15094945455,3057.453,30.574528,3.057453,3.0574529E-03,3057453.0,30574.53,3057.453,3.057453,1.3940062E-03,3.733639E-02,3.049764,3049.764
2801,6192.04440036364,3029.636,30.296362,3.0296361,3.029636E-03,3029636.3,30296.361,3029.6362,3.0296361,4.1501562E-04,2.0371933E-02,3.032205,3032.205
2791,6169.93785127273,3014.0493,30.140493,3.0140493,3.0140493E-03,3014049.3,30140.492,3014.0493,3.0140493,4.542696E-04,2.1313602E-02,3.010438,3010.438
2781,6147.83130218182,2998.566,29.98566,2.998566,2.998566E-03,2998566.0,29985.658,2998.566,2.998566,3.1496806E-04,1.7747339E-02,3.000879,3000.8792
2771,6125.72475309091,3071.6958,30.716957,3.0716958,3.0716958E-03,3071695.8,30716.959,3071.6958,3.0716958,7.699871E-04,2.7748642E-02,3.07135,3071.35
2761,6103.618204,2979.809,29.798092,2.9798093,2.9798092E-03,2979809.3,29798.094,2979.8093,2.9798093,3.1006164E-04,1.7608568E-02,2.982994,2982.9941
2751,6081.51165490909,2983.583,29.835829,2.983583,2.983583E-03,2983583.0,29835.83,2983.583,2.983583,3.0776818E-04,1.7543323E-02,2.983782,2983.782
2741,6059.40510581818,2948.3574,29.483576,2.9483576,2.9483575E-03,2948357.5,29483.576,2948.3577,2.9483576,1.5069348E-03,3.8819257E-02,2.941974,2941.9739
2731,6037.29855672727,2914.586,29.145859,2.9145858,2.9145859E-03,2914585.8,29145.857,2914.586,2.9145858,2.9452337E-04,1.7161684E-02,2.915166,2915.166
2721,6015.19200763636,2941.9807,29.419807,2.9419808,2.9419807E-03,2941980.8,29419.809,2941.981,2.9419808,1.2166152E-03,3.4880012E-02,2.93525,2935.25
2711,5993.08545854545,2941.9534,29.419533,2.9419532,2.9419533E-03,2941953.3,29419.531,2941.9531,2.9419532,5.01545E-03,7.081984E-02,2.924451,2924.4512
2701,5970.97890945455,2922.2854,29.222853,2.9222853,2.9222853E-03,2922285.3,29222.854,2922.2854,2.9222853,3.0014777E-04,1.7324774E-02,2.922411,2922.411
2691,5948.87236036364,2878.3013,28.783012,2.8783014,2.8783013E-03,2878301.5,28783.014,2878.3013,2.8783014,6.9918146E-04,2.644204E-02,2.875661,2875.661
2681,5926.76581127273,2809.083,28.090832,2.809083,2.809083E-03,2809083.0,28090.83,2809.083,2.809083,3.814765E-04,1.9531423E-02,2.801725,2801.7249
2671,5904.65926218182,2871.1362,28.71136,2.8711362,2.8711362E-03,2871136.3,28711.361,2871.1362,2.8711362,1.6585498E-03,4.07253E-02,2.864491,2864.491
2661,5882.55271309091,2868.584,28.685839,2.868584,2.868584E-03,2868584.0,28685.84,2868.584,2.868584,2.92148E-04,1.7092338E-02,2.868396,2868.396
2651,5860.446164,2874.1511,28.74151,2.874151,2.874151E-03,2874151.0,28741.51,2874.151,2.874151,6.013258E-04,2.4521945E-02,2.868667,2868.667
2641,5838.33961490909,2826.7432,28.267431,2.8267431,2.826743E-03,2826743.3,28267.432,2826.7432,2.8267431,5.924828E-04,2.434097E-02,2.822941,2822.9412
2631,5816.23306581818,2842.1084,28.421085,2.8421085,2.8421085E-03,2842108.5,28421.084,2842.1084,2.8421085,2.797839E-04,1.6726742E-02,2.840264,2840.2642
2621,5794.12651672727,2850.3755,28.503756,2.8503757,2.8503756E-03,2850375.8,28503.756,2850.3757,2.8503757,2.683344E-04,1.6380915E-02,2.848542,2848.542
2611,5772.01996763636,2745.6094,27.456093,2.7456093,2.7456093E-03,2745609.3,27456.094,2745.6094,2.7456093,4.0590632E-04,2.0147117E-02,2.740225,2740.225
2601,5749.91341854545,2790.508,27.90508,2.790508,2.790508E-03,2790508.0,27905.08,2790.508,2.790508,4.539771E-04,2.1306738E-02,2.788762,2788.7622
2591,5727.80686945455,2761.4167,27.614168,2.761417,2.7614168E-03,2761417.0,27614.17,2761.417,2.761417,3.013094E-04,1.7358266E-02,2.761246,2761.2458
2581,5705.70032036364,2742.1853,27.421852,2.7421854,2.7421853E-03,2742185.3,27421.854,2742.1853,2.7421854,4.942231E-04,2.2231128E-02,2.741298,2741.2979
2571,5683.59377127273,2777.4275,27.774275,2.7774274,2.7774274E-03,2777427.5,27774.273,2777.4275,2.7774274,1.0195733E-03,3.193076E-02,2.771901,2771.901
2561,5661.48722218182,2724.739,27.24739,2.724739,2.724739E-03,2724739.0,27247.39,2724.739,2.724739,2.6159072E-03,5.114594E-02,2.713182,2713.182
2551,5639.38067309091,2664.6016,26.646017,2.6646016,2.6646017E-03,2664601.5,26646.016,2664.6016,2.6646016,4.503951E-04,2.1222515E-02,2.663986,2663.986
2541,5617.274124,2700.444,27.00444,2.700444,2.700444E-03,2700444.0,27004.44,2700.444,2.700444,2.9087826E-04,1.7055154E-02,2.700654,2700.654
2531,5595.16757490909,2694.787,26.947872,2.6947873,2.6947872E-03,2694787.3,26947.873,2694.7874,2.6947873,1.3040336E-03,3.6111403E-02,2.685905,2685.905
2521,5573.06102581818,2678.2463,26.782463,2.6782463,2.6782462E-03,2678246.3,26782.463,2678.2463,2.6782463,3.322086E-04,1.822659E-02,2.677393,2677.393
2511,5550.95447672727,2621.6343,26.216345,2.6216345,2.6216344E-03,2621634.5,26216.346,2621.6345,2.6216345,3.3893037E-04,1.8410062E-02,2.623079,2623.079
2501,5528.84792763636,2613.9893,26.139893,2.613989,2.6139892E-03,2613989.0,26139.89,2613.989,2.613989,2.4722386E-04,1.5723353E-02,2.610912,2610.912
2491,5506.74137854545,2599.9207,25.999207,2.5999205,2.5999206E-03,2599920.5,25999.205,2599.9204,2.5999205,1.1137595E-03,3.3373035E-02,2.59542,2595.42
2481,5484.63482945455,2595.4944,25.954945,2.5954945,2.5954945E-03,2595494.5,25954.945,2595.4946,2.5954945,4.743118E-04,2.17787E-02,2.596899,2596.899
2471,5462.52828036364,2653.5247,26.535248,2.6535246,2.6535247E-03,2653524.8,26535.246,2653.5247,2.6535246,4.1709183E-04,2.0422826E-02,2.652689,2652.689
2461,5440.42173127273,2590.564,25.905642,2.590564,2.590564E-03,2590564.0,25905.64,2590.564,2.590564,4.1932936E-04,2.0477533E-02,2.591078,2591.0781
2451,5418.31518218182,2606.17,26.0617,2.60617,2.60617E-03,2606170.0,26061.7,2606.17,2.60617,2.0392155E-03,4.5157675E-02,2.606295,2606.2952
2441,5396.20863309091,2614.3975,26.143976,2.6143975,2.6143976E-03,2614397.5,26143.975,2614.3975,2.6143975,2.4257698E-04,1.5574883E-02,2.615613,2615.613
2431,5374.102084,2557.619,25.576187,2.5576189,2.5576188E-03,2557618.8,25576.19,2557.619,2.5576189,4.4893307E-04,2.1188041E-02,2.556857,2556.8572
2421,5351.99553490909,2545.3916,25.453917,2.5453916,2.5453917E-03,2545391.5,25453.916,2545.3916,2.5453916,1.2766295E-03,3.5729952E-02,2.536653,2536.653
2411,5329.88898581818,2504.9143,25.049143,2.5049143,2.5049143E-03,2504914.3,25049.143,2504.9143,2.5049143,2.6306591E-04,1.6219307E-02,2.505143,2505.1428
2401,5307.78243672727,2536.9614,25.369614,2.5369613,2.5369613E-03,2536961.3,25369.613,2536.9614,2.5369613,4.7533616E-04,2.1802206E-02,2.538904,2538.904
2391,5285.67588763636,2523.0635,25.230635,2.5230634,2.5230634E-03,2523063.5,25230.635,2523.0635,2.5230634,1.6194339E-03,4.024219E-02,2.516807,2516.8071
2381,5263.56933854545,2489.5637,24.895638,2.4895637,2.4895638E-03,2489563.8,24895.637,2489.5637,2.4895637,2.2528039E-03,4.746371E-02,2.477732,2477.732
2371,5241.46278945455,2480.1597,24.801598,2.4801598,2.4801597E-03,2480159.8,24801.598,2480.1597,2.4801598,3.9962892E-04,1.999072E-02,2.477611,2477.611
2361,5219.35624036364,2491.4583,24.914583,2.4914584,2.4914583E-03,2491458.5,24914.584,2491.4585,2.4914584,1.4525562E-03,3.8112417E-02,2.482618,2482.6182
2351,5197.24969127273,2470.1238,24.701239,2.4701238,2.4701238E-03,2470123.8,24701.238,2470.1238,2.4701238,4.5589052E-04,2.1351593E-02,2.469114,2469.114
2341,5175.14314218182,2481.1592,24.811592,2.4811592,2.4811593E-03,2481159.3,24811.592,2481.1592,2.4811592,1.4534593E-03,3.812426E-02,2.476237,2476.237
2331,5153.03659309091,2401.0127,24.010126,2.4010127,2.4010127E-03,2401012.8,24010.127,2401.0127,2.4010127,3.0015118E-04,1.7324872E-02,2.398866,2398.866
2321,5130.930044,2475.2632,24.75263,2.475263,2.475263E-03,2475263.0,24752.63,2475.2632,2.475263,2.6559312E-04,1.6297027E-02,2.473865,2473.865
2311,5108.82349490909,2399.211,23.992107,2.399211,2.3992108E-03,2399211.0,23992.11,2399.211,2.399211,1.6727079E-04,1.293332E-02,2.398457,2398.457
2301,5086.71694581818,2441.1719,24.411718,2.441172,2.4411718E-03,2441172.0,24411.719,2441.1719,2.441172,7.145446E-04,2.6730968E-02,2.434478,2434.478
2291,5064.61039672727,2396.9688,23.969687,2.3969686,2.3969687E-03,2396968.5,23969.686,2396.9685,2.3969686,2.2205868E-04,1.4901633E-02,2.396508,2396.508
2281,5042.50384763636,2359.6882,23.596882,2.3596883,2.3596883E-03,2359688.3,23596.883,2359.6882,2.3596883,3.672429E-04,1.9163582E-02,2.358767,2358.767
2271,5020.39729854545,2402.5203,24.025202,2.4025202,2.4025203E-03,2402520.3,24025.201,2402.5203,2.4025202,3.0881265E-04,1.7573066E-02,2.402732,2402.732
2261,4998.29074945455,2354.6536,23.546535,2.3546536,2.3546536E-03,2354653.5,23546.535,2354.6536,2.3546536,1.8606335E-04,1.3640504E-02,2.353624,2353.624
2251,4976.18420036364,2345.0784,23.450785,2.3450785,2.3450784E-03,2345078.5,23450.785,2345.0784,2.3450785,8.165739E-04,2.8575758E-02,2.336368,2336.3682
2241,4954.07765127273,2323.5217,23.235218,2.3235219,2.3235218E-03,2323521.8,23235.219,2323.522,2.3235219,3.5588472E-04,1.8864907E-02,2.32272,2322.72
2231,4931.97110218182,2294.4795,22.944794,2.2944794,2.2944794E-03,2294479.3,22944.793,2294.4795,2.2944794,3.1863007E-04,1.7850213E-02,2.294464,2294.464
2221,4909.86455309091,2321.8674,23.218676,2.3218675,2.3218675E-03,2321867.5,23218.674,2321.8674,2.3218675,2.810777E-03,5.301676E-02,2.310431,2310.431
2211,4887.758004,2312.7258,23.127258,2.3127258,2.3127259E-03,2312725.8,23127.258,2312.7258,2.3127258,1.4505844E-02,0.12044021,2.285952,2285.9521
2201,4865.65145490909,2257.5376,22.575377,2.2575376,2.2575376E-03,2257537.5,22575.377,2257.5376,2.2575376,3.1380498E-04,1.7714541E-02,2.255302,2255.302
2191,4843.54490581818,2249.5715,22.495714,2.2495716,2.2495715E-03,2249571.5,22495.715,2249.5715,2.2495716,3.4036033E-04,1.8448858E-02,2.244696,2244.6958
2181,4821.43835672727,2215.6501,22.156502,2.21565,2.2156502E-03,2215650.0,22156.5,2215.6501,2.21565,2.556097E-04,1.5987799E-02,2.213725,2213.725
2171,4799.33180763636,2224.8718,22.248718,2.2248719,2.224872E-03,2224871.8,22248.719,2224.8718,2.2248719,8.535065E-04,2.9214833E-02,2.21477,2214.77
2161,4777.22525854545,2243.912,22.439121,2.243912,2.243912E-03,2243912.0,22439.12,2243.9119,2.243912,2.7024062E-04,1.6438996E-02,2.245053,2245.053
2151,4755.11870945455,2167.1814,21.671814,2.1671813,2.1671813E-03,2167181.3,21671.813,2167.1812,2.1671813,2.0434796E-04,1.4295033E-02,2.164538,2164.5378
2141,4733.01216036364,2209.632,22.096321,2.2096322,2.2096322E-03,2209632.3,22096.322,2209.632,2.2096322,3.0486492E-04,1.7460382E-02,2.209724,2209.7239
2131,4710.90561127273,2172.323,21.72323,2.172323,2.172323E-03,2172323.0,21723.23,2172.323,2.172323,3.721275E-04,1.9290607E-02,2.175012,2175.0122
2121,4688.79906218182,2172.862,21.728622,2.1728623,2.1728622E-03,2172862.3,21728.623,2172.8623,2.1728623,1.268989E-03,3.5622872E-02,2.167502,2167.502
2111,4666.69251309091,2118.157,21.18157,2.118157,2.118157E-03,2118157.0,21181.568,2118.157,2.118157,3.4781167E-04,1.864971E-02,2.11582,2115.8198
2101,4644.585964,2131.5427,21.315426,2.1315427,2.1315427E-03,2131542.8,21315.428,2131.5427,2.1315427,2.9666492E-04,1.7223964E-02,2.129886,2129.886
2091,4622.47941490909,2112.6365,21.126366,2.1126366,2.1126366E-03,2112636.5,21126.365,2112.6365,2.1126366,2.5633245E-04,1.6010385E-02,2.113044,2113.044
2081,4600.37286581818,2149.6765,21.496765,2.1496763,2.1496764E-03,2149676.3,21496.764,2149.6763,2.1496763,2.7108341E-03,5.206567E-02,2.141413,2141.413
2071,4578.26631672727,2106.9668,21.069666,2.1069667,2.1069667E-03,2106966.8,21069.668,2106.9668,2.1069667,1.3036169E-03,3.6105637E-02,2.098163,2098.1628
2061,4556.15976763636,2118.5896,21.185896,2.1185896,2.1185896E-03,2118589.8,21185.896,2118.5896,2.1185896,2.4360673E-04,1.5607906E-02,2.120013,2120.013
2051,4534.05321854545,2093.2644,20.932644,2.0932643,2.0932644E-03,2093264.4,20932.643,2093.2644,2.0932643,2.2235973E-04,1.4911731E-02,2.091438,2091.438
2041,4511.94666945455,2080.8613,20.808613,2.0808613,2.0808612E-03,2080861.4,20808.613,2080.8613,2.0808613,6.1219477E-04,2.474257E-02,2.077483,2077.483
2031,4489.84012036364,2087.5403,20.875402,2.0875401,2.0875402E-03,2087540.1,20875.402,2087.54,2.0875401,4.0865538E-04,2.0215226E-02,2.08396,2083.96
2021,4467.73357127273,2025.0792,20.250792,2.0250793,2.0250792E-03,2025079.3,20250.793,2025.0792,2.0250793,9.948057E-04,3.154054E-02,2.011214,2011.214
2011,4445.62702218182,2034.9591,20.349592,2.034959,2.0349592E-03,2034959.1,20349.59,2034.9591,2.034959,8.5751635E-05,9.260218E-03,2.034416,2034.416
2001,4423.52047309091,2010.6465,20.106464,2.0106466,2.0106465E-03,2010646.6,20106.465,2010.6466,2.0106466,3.537158E-04,1.8807333E-02,2.007645,2007.6449
1991,4401.413924,1995.4352,19.954351,1.9954352,1.9954352E-03,1995435.3,19954.352,1995.4352,1.9954352,1.1446421E-04,1.0698794E-02,1.994302,1994.302
1981,4379.30737490909,2047.2654,20.472654,2.0472655,2.0472654E-03,2047265.5,20472.656,2047.2655,2.0472655,2.048336E-04,1.4312009E-02,2.045674,2045.6741
1971,4357.20082581818,1968.8239,19.688238,1.9688238,1.9688238E-03,1968823.9,19688.238,1968.8239,1.9688239,3.417627E-04,1.8486826E-02,1.964764,1964.764
1961,4335.09427672727,1961.373,19.61373,1.961373,1.961373E-03,1961373.1,19613.73,1961.373,1.9613731,1.8839256E-04,1.3725617E-02,1.961552,1961.552
1951,4312.98772763636,1994.9622,19.949621,1.9949621,1.994962E-03,1994962.1,19949.621,1994.962,1.9949621,1.4906617E-04,1.22092655E-02,1.997398,1997.3981
1941,4290.88117854545,1933.502,19.33502,1.933502,1.9335019E-03,1933502.0,19335.02,1933.502,1.933502,7.200725E-04,2.6834166E-02,1.928099,1928.099
1931,4268.77462945455,1931.9398,19.319399,1.9319398,1.9319399E-03,1931939.9,19319.398,1931.9398,1.9319398,2.2817102E-04,1.510533E-02,1.931143,1931.1431
1921,4246.66808036364,1899.816,18.99816,1.899816,1.899816E-03,1899816.0,18998.16,1899.816,1.899816,2.9787436E-04,1.7259037E-02,1.899837,1899.837
1911,4224.56153127273,1881.9039,18.81904,1.881904,1.881904E-03,1881904.0,18819.041,1881.904,1.881904,1.5084866E-04,1.22820465E-02,1.880471,1880.471
1901,4202.45498218182,1896.6886,18.966887,1.8966886,1.8966886E-03,1896688.6,18966.887,1896.6886,1.8966886,1.5646651E-04,1.2508658E-02,1.897172,1897.172
1891,4180.34843309091,1868.7935,18.687935,1.8687935,1.8687935E-03,1868793.5,18687.936,1868.7935,1.8687935,1.873183E-04,1.3686428E-02,1.866918,1866.918
1881,4158.241884,1868.8511,18.68851,1.8688512,1.8688511E-03,1868851.1,18688.512,1868.8512,1.8688512,2.1717689E-04,1.4736922E-02,1.872881,1872.8811
1871,4136.13533490909,1859.964,18.59964,1.859964,1.859964E-03,1859964.0,18599.64,1859.964,1.859964,2.4663555E-04,1.5704636E-02,1.859094,1859.094
1861,4114.02878581818,1831.9226,18.319225,1.8319225,1.8319226E-03,1831922.5,18319.225,1831.9225,1.8319225,1.3785707E-04,1.1741255E-02,1.829037,1829.037
1851,4091.92223672727,1828.4409,18.284409,1.8284409,1.8284409E-03,1828440.9,18284.408,1828.4409,1.8284409,1.4364117E-04,1.1985039E-02,1.826611,1826.6111
1841,4069.81568763636,1836.5656,18.365656,1.8365656,1.8365656E-03,1836565.6,18365.656,1836.5657,1.8365656,1.6827996E-04,1.2972277E-02,1.837384,1837.384
1831,4047.70913854545,1821.6339,18.21634,1.8216339,1.8216339E-03,1821633.9,18216.34,1821.6339,1.8216339,1.4306571E-04,1.1961008E-02,1.821079,1821.079
1821,4025.60258945455,1815.4501,18.154501,1.8154501,1.81545E-03,1815450.1,18154.5,1815.4501,1.8154501,1.7593113E-04,1.3263904E-02,1.814153,1814.153
1811,4003.49604036364,1807.7632,18.077633,1.8077632,1.8077632E-03,1807763.3,18077.633,1807.7632,1.8077632,4.529584E-04,2.128282E-02,1.803312,1803.3119
1801,3981.38949127273,1774.3146,17.743145,1.7743145,1.7743146E-03,1774314.5,17743.145,1774.3146,1.7743145,1.4054705E-04,1.1855254E-02,1.772264,1772.264
1791,3959.28294218182,1773.6437,17.736437,1.7736436,1.7736437E-03,1773643.6,17736.436,1773.6436,1.7736436,1.8260675E-04,1.35132065E-02,1.770794,1770.7941
1781,3937.17639309091,1718.6566,17.186565,1.7186567,1.7186566E-03,1718656.6,17186.566,1718.6566,1.7186567,1.4649518E-04,1.2103519E-02,1.718071,1718.071
1771,3915.069844,1764.2892,17.642893,1.7642893,1.7642892E-03,1764289.3,17642.893,1764.2893,1.7642893,1.7142497E-04,1.3092936E-02,1.764196,1764.196
1761,3892.96329490909,1715.4989,17.15499,1.7154988,1.7154989E-03,1715498.8,17154.988,1715.4988,1.7154988,9.975813E-04,3.158451E-02,1.710581,1710.5809
1751,3870.85674581818,1711.0527,17.110527,1.7110528,1.7110527E-03,1711052.8,17110.527,1711.0527,1.7110528,1.5884606E-04,1.2603414E-02,1.711483,1711.483
1741,3848.75019672727,1676.436,16.76436,1.6764361,1.676436E-03,1676436.1,16764.361,1676.436,1.6764361,1.6291635E-04,1.2763869E-02,1.675315,1675.3151
1731,3826.64364763636,1695.7423,16.957424,1.6957424,1.6957424E-03,1695742.4,16957.424,1695.7423,1.6957424,1.9179427E-04,1.3848981E-02,1.695052,1695.052
1721,3804.53709854545,1672.7352,16.727352,1.6727352,1.6727352E-03,1672735.3,16727.352,1672.7352,1.6727352,1.15549345E-04,1.07493885E-02,1.672295,1672.2949
1711,3782.43054945455,1665.5588,16.655588,1.6655589,1.6655589E-03,1665558.9,16655.59,1665.559,1.6655589,2.156412E-04,1.46847265E-02,1.665066,1665.066
1701,3760.32400036364,1667.0403,16.670403,1.6670402,1.6670403E-03,1667040.3,16670.402,1667.0403,1.6670402,1.8419293E-04,1.357177E-02,1.665807,1665.807
1691,3738.21745127273,1640.7356,16.407356,1.6407355,1.6407355E-03,1640735.5,16407.355,1640.7355,1.6407355,1.5539095E-04,1.2465591E-02,1.638571,1638.571
1681,3716.11090218182,1615.6442,16.156443,1.6156442,1.6156442E-03,1615644.3,16156.442,1615.6442,1.6156442,1.19442775E-04,1.09289875E-02,1.611771,1611.771
1671,3694.00435309091,1611.9156,16.119156,1.6119157,1.6119156E-03,1611915.8,16119.157,1611.9156,1.6119157,9.061149E-05,9.519007E-03,1.612838,1612.838
1661,3671.897804,1601.9692,16.019691,1.6019692,1.6019692E-03,1601969.3,16019.692,1601.9692,1.6019692,1.4969856E-04,1.2235137E-02,1.599602,1599.6019
1651,3649.79125490909,1571.3031,15.713031,1.5713031,1.5713031E-03,1571303.1,15713.031,1571.3031,1.5713031,1.8827475E-04,1.37213245E-02,1.571517,1571.517
1641,3627.68470581818,1580.588,15.805881,1.5805881,1.580588E-03,1580588.1,15805.881,1580.5881,1.5805881,2.0977376E-04,1.4483568E-02,1.579852,1579.8519
1631,3605.57815672727,1581.3488,15.813487,1.5813487,1.5813487E-03,1581348.6,15813.486,1581.3486,1.5813487,2.1896875E-04,1.4797593E-02,1.581758,1581.758
1621,3583.47160763636,1589.3872,15.893872,1.5893872,1.5893872E-03,1589387.1,15893.872,1589.3872,1.5893872,8.1504666E-05,9.027993E-03,1.590759,1590.759
1611,3561.36505854545,1567.1936,15.671937,1.5671936,1.5671937E-03,1567193.6,15671.937,1567.1936,1.5671936,1.4135885E-04,1.1889443E-02,1.565185,1565.1849
1601,3539.25850945455,1529.5948,15.295949,1.5295949,1.5295949E-03,1529594.9,15295.949,1529.5948,1.5295949,1.2782567E-04,1.1306002E-02,1.530406,1530.406
1591,3517.15196036364,1512.5403,15.125402,1.5125402,1.5125403E-03,1512540.3,15125.402,1512.5402,1.5125402,2.893801E-04,1.7011177E-02,1.511876,1511.876
1581,3495.04541127273,1505.201,15.052011,1.5052011,1.5052011E-03,1505201.1,15052.011,1505.201,1.5052011,9.118831E-05,9.549257E-03,1.502588,1502.588
1571,3472.93886218182,1507.0424,15.070423,1.5070423,1.5070423E-03,1507042.3,15070.423,1507.0422,1.5070423,2.063827E-04,1.4366026E-02,1.504891,1504.891
1561,3450.83231309091,1489.5022,14.895021,1.4895022,1.4895021E-03,1489502.3,14895.021,1489.5022,1.4895022,6.193733E-04,2.4887212E-02,1.487506,1487.506
1551,3428.725764,1469.2048,14.692048,1.4692048,1.4692048E-03,1469204.8,14692.048,1469.2048,1.4692048,7.1762806E-05,8.471293E-03,1.470622,1470.622
1541,3406.61921490909,1483.765,14.837649,1.483765,1.483765E-03,1483765.0,14837.65,1483.765,1.483765,1.0489416E-04,1.0241785E-02,1.483603,1483.603
1531,3384.51266581818,1480.7583,14.807583,1.4807583,1.4807583E-03,1480758.3,14807.583,1480.7583,1.4807583,1.2135387E-04,1.1016074E-02,1.479815,1479.8151
1521,3362.40611672727,1473.9967,14.739966,1.4739966,1.4739967E-03,1473996.6,14739.967,1473.9966,1.4739966,1.2783229E-04,1.1306294E-02,1.474461,1474.4609
1511,3340.29956763636,1426.2587,14.262587,1.4262587,1.4262587E-03,1426258.6,14262.587,1426.2587,1.4262587,7.507844E-05,8.664781E-03,1.426151,1426.151
1501,3318.19301854545,1432.1664,14.321665,1.4321665,1.4321664E-03,1432166.5,14321.665,1432.1665,1.4321665,1.0757094E-04,1.0371641E-02,1.430789,1430.789
1491,3296.08646945455,1420.6827,14.206827,1.4206828,1.4206828E-03,1420682.8,14206.828,1420.6827,1.4206828,7.09408E-05,8.422636E-03,1.4189,1418.9
1481,3273.97992036364,1419.7103,14.1971035,1.4197104,1.4197103E-03,1419710.4,14197.104,1419.7104,1.4197104,9.265906E-05,9.625957E-03,1.420495,1420.495
1471,3251.87337127273,1394.1531,13.941531,1.3941531,1.3941531E-03,1394153.1,13941.531,1394.1531,1.3941531,1.6879375E-04,1.29920645E-02,1.392682,1392.682
1461,3229.76682218182,1401.5957,14.015957,1.4015957,1.4015957E-03,1401595.8,14015.957,1401.5957,1.4015957,8.6849424E-05,9.319304E-03,1.40074,1400.74
1451,3207.66027309091,1352.7977,13.527977,1.3527977,1.3527977E-03,1352797.8,13527.978,1352.7977,1.3527977,1.0208972E-04,1.0103946E-02,1.350288,1350.2881
1441,3185.553724,1365.8282,13.658282,1.3658282,1.3658282E-03,1365828.1,13658.281,1365.8281,1.3658282,5.883874E-05,7.6706414E-03,1.36613,1366.13
1431,3163.44717490909,1354.0719,13.540719,1.3540719,1.3540719E-03,1354071.9,13540.719,1354.0719,1.3540719,2.6261728E-04,1.6205471E-02,1.350435,1350.435
1421,3141.34062581818,1327.6772,13.2767725,1.3276772,1.3276773E-03,1327677.3,13276.772,1327.6772,1.3276772,5.918407E-05,7.6931184E-03,1.328659,1328.659
