n,each1e6,meanX1000, each, mean, variance, stdDev
2111,6.4223184E+02,192.66956000,6.4223184E-04,0.19266956,1.6406557E-04,1.2808808E-02
2121,6.6402653E+02,199.20796000,6.6402653E-04,0.19920796,1.0666867E-04,1.0328053E-02
2131,6.53584E+02,196.0752000,6.53584E-04,0.1960752,1.2543387E-04,1.1199727E-02
2141,6.036743E+02,181.1023000,6.036743E-04,0.1811023,9.169106E-05,9.575545E-03
2151,7.07962E+02,212.3886000,7.07962E-04,0.2123886,8.860967E-05,9.413271E-03
2161,6.673556E+02,200.20668000,6.673556E-04,0.20020668,8.619447E-05,9.284098E-03
2171,6.6709286E+02,200.12785000,6.6709286E-04,0.20012785,9.789664E-05,9.894273E-03
2181,6.550687E+02,196.52061000,6.550687E-04,0.19652061,1.1312813E-04,1.0636171E-02
2191,7.076739E+02,212.30218000,7.076739E-04,0.21230218,8.721568E-05,9.338934E-03
2201,6.7285844E+02,201.85754000,6.7285844E-04,0.20185754,9.764501E-05,9.881549E-03
2211,6.873596E+02,206.20789000,6.873596E-04,0.20620789,1.0692777E-04,1.0340588E-02
2221,6.717099E+02,201.51296000,6.717099E-04,0.20151296,1.386762E-04,1.1776086E-02
2231,6.570767E+02,197.123000,6.570767E-04,0.197123,1.0183148E-04,1.0091159E-02
2241,6.567062E+02,197.01187000,6.567062E-04,0.19701187,1.3226832E-04,1.1500796E-02
2251,7.3973904E+02,221.92171000,7.3973904E-04,0.22192171,1.6367265E-04,1.2793461E-02
2261,7.4079697E+02,222.23909000,7.4079697E-04,0.22223909,1.55982E-04,1.2489275E-02
2271,7.0175424E+02,210.52627000,7.0175424E-04,0.21052627,1.2256099E-04,1.1070726E-02
2281,6.9835194E+02,209.50559000,6.9835194E-04,0.20950559,8.208587E-05,9.060125E-03
2291,7.1849575E+02,215.54872000,7.1849575E-04,0.21554872,1.2974213E-04,1.139044E-02
2301,6.985169E+02,209.55507000,6.985169E-04,0.20955507,1.0810803E-04,1.0397501E-02
2311,7.1659236E+02,214.97771000,7.1659236E-04,0.21497771,1.5121282E-04,1.2296862E-02
2321,7.729244E+02,231.87731000,7.729244E-04,0.23187731,1.3362846E-04,1.1559778E-02
2331,7.396657E+02,221.89972000,7.396657E-04,0.22189972,1.2815493E-04,1.1320554E-02
2341,7.7507144E+02,232.52143000,7.7507144E-04,0.23252143,1.6712167E-04,1.2927555E-02
2351,7.4702245E+02,224.10674000,7.4702245E-04,0.22410674,1.6813928E-04,1.2966853E-02
2361,7.179311E+02,215.37933000,7.179311E-04,0.21537933,1.1791947E-04,1.0859073E-02
2371,7.8242394E+02,234.72719000,7.8242394E-04,0.23472719,1.19345896E-04,1.0924554E-02
2381,7.254272E+02,217.62815000,7.254272E-04,0.21762815,1.4986093E-04,1.22417705E-02
2391,7.3917146E+02,221.75144000,7.3917146E-04,0.22175144,1.1965501E-04,1.0938693E-02
2401,7.5052865E+02,225.1586000,7.5052865E-04,0.2251586,1.7722609E-04,1.33126285E-02
2411,7.2733883E+02,218.20165000,7.2733883E-04,0.21820165,2.0025247E-04,1.4151059E-02
2421,8.2096003E+02,246.28802000,8.2096003E-04,0.24628802,1.6417139E-04,1.2812939E-02
2431,7.495829E+02,224.87487000,7.495829E-04,0.22487487,1.4447066E-04,1.2019595E-02
2441,7.699614E+02,230.98841000,7.699614E-04,0.23098841,1.2518537E-04,1.1188626E-02
2451,7.616429E+02,228.49287000,7.616429E-04,0.22849287,1.6268606E-04,1.27548445E-02
2461,8.386521E+02,251.59562000,8.386521E-04,0.25159562,1.978001E-04,1.40641425E-02
2471,8.2722376E+02,248.16713000,8.2722376E-04,0.24816713,6.8972685E-04,2.626265E-02
2481,8.3485316E+02,250.45595000,8.3485316E-04,0.25045595,1.7079075E-04,1.3068694E-02
2491,7.8965665E+02,236.89699000,7.8965665E-04,0.23689699,1.4940057E-04,1.2222952E-02
2501,7.956501E+02,238.69504000,7.956501E-04,0.23869504,1.5156E-04,1.2310971E-02
2511,8.2493195E+02,247.47959000,8.2493195E-04,0.24747959,1.5281096E-04,1.2361673E-02
2521,8.4719993E+02,254.16000,8.4719993E-04,0.25416,1.904575E-04,1.3800634E-02
2531,8.07854E+02,242.3562000,8.07854E-04,0.2423562,1.1760748E-04,1.0844698E-02
2541,8.164749E+02,244.94247000,8.164749E-04,0.24494247,9.84591E-05,9.922656E-03
2551,8.1977545E+02,245.93264000,8.1977545E-04,0.24593264,1.381663E-04,1.1754416E-02
2561,8.620513E+02,258.6154000,8.620513E-04,0.2586154,1.3877139E-04,1.1780127E-02
2571,7.787795E+02,233.63385000,7.787795E-04,0.23363385,1.662719E-04,1.2894646E-02
2581,8.160346E+02,244.81039000,8.160346E-04,0.24481039,9.790877E-05,9.894886E-03
2591,7.587981E+02,227.63944000,7.587981E-04,0.22763944,1.0191218E-04,1.0095156E-02
2601,8.2400383E+02,247.20114000,8.2400383E-04,0.24720114,1.4585038E-04,1.2076853E-02
2611,8.2778424E+02,248.33527000,8.2778424E-04,0.24833527,1.7890899E-04,1.33756865E-02
2621,8.6554507E+02,259.66352000,8.6554507E-04,0.25966352,2.2849676E-04,1.51161095E-02
2631,8.2469644E+02,247.40894000,8.2469644E-04,0.24740894,1.3136156E-04,1.1461307E-02
2641,7.740812E+02,232.22436000,7.740812E-04,0.23222436,1.09561006E-04,1.0467139E-02
2651,9.4285986E+02,282.85795000,9.4285986E-04,0.28285795,1.9916121E-04,1.4112448E-02
2661,8.5882895E+02,257.64868000,8.5882895E-04,0.25764868,1.6367908E-04,1.2793712E-02
2671,7.873088E+02,236.19263000,7.873088E-04,0.23619263,1.3547271E-04,1.1639275E-02
2681,9.312513E+02,279.3754000,9.312513E-04,0.2793754,1.732773E-04,1.3163484E-02
2691,8.988965E+02,269.66894000,8.988965E-04,0.26966894,1.7293781E-04,1.3150582E-02
2701,8.827698E+02,264.83095000,8.827698E-04,0.26483095,1.8895E-04,1.3745909E-02
2711,9.0358994E+02,271.07698000,9.0358994E-04,0.27107698,1.401612E-04,1.183897E-02
2721,8.650726E+02,259.52178000,8.650726E-04,0.25952178,1.2838001E-04,1.133049E-02
2731,9.571259E+02,287.13778000,9.571259E-04,0.28713778,1.6966472E-04,1.3025541E-02
2741,9.289873E+02,278.69618000,9.289873E-04,0.27869618,1.8384507E-04,1.3558948E-02
2751,9.521367E+02,285.641000,9.521367E-04,0.285641,1.1598002E-04,1.0769403E-02
2761,9.2196313E+02,276.58895000,9.2196313E-04,0.27658895,1.8962707E-04,1.3770514E-02
2771,9.769927E+02,293.0978000,9.769927E-04,0.2930978,1.5581051E-04,1.2482408E-02
2781,9.712064E+02,291.36193000,9.712064E-04,0.29136193,2.501902E-04,1.5817402E-02
2791,9.6851E+02,290.553000,9.6851E-04,0.290553,1.5354247E-04,1.2391225E-02
2801,9.3504955E+02,280.51487000,9.3504955E-04,0.28051487,1.4106506E-04,1.1877081E-02
2811,9.302248E+02,279.06743000,9.302248E-04,0.27906743,1.6433214E-04,1.281921E-02
2821,9.912613E+02,297.3784000,9.912613E-04,0.2973784,2.960242E-04,1.7205354E-02
2831,8.623143E+02,258.6943000,8.623143E-04,0.2586943,1.8582398E-04,1.3631728E-02
2841,9.3634386E+02,280.90316000,9.3634386E-04,0.28090316,2.058541E-04,1.4347617E-02
2851,8.560536E+02,256.8161000,8.560536E-04,0.2568161,1.249135E-04,1.1176471E-02
2861,9.398496E+02,281.95488000,9.398496E-04,0.28195488,1.946904E-04,1.395315E-02
2871,1.028473E+03,308.5419000,1.028473E-03,0.3085419,1.4472114E-04,1.203001E-02
2881,9.2793396E+02,278.3802000,9.2793396E-04,0.2783802,1.5372582E-04,1.2398622E-02
2891,9.6847233E+02,290.5417000,9.6847233E-04,0.2905417,2.0622453E-04,1.436052E-02
2901,8.8077795E+02,264.23338000,8.8077795E-04,0.26423338,1.1640544E-04,1.07891355E-02
2911,9.572207E+02,287.1662000,9.572207E-04,0.2871662,1.901705E-04,1.3790232E-02
2921,9.786368E+02,293.59105000,9.786368E-04,0.29359105,2.6657374E-04,1.6327087E-02
2931,8.8971993E+02,266.91598000,8.8971993E-04,0.26691598,1.0795324E-04,1.0390054E-02
2941,9.887245E+02,296.61736000,9.887245E-04,0.29661736,1.2650782E-04,1.124757E-02
2951,9.763183E+02,292.8955000,9.763183E-04,0.2928955,1.3489649E-04,1.1614495E-02
2961,1.0019982E+03,300.59946000,1.0019982E-03,0.30059946,3.9187065E-04,1.9795723E-02
2971,1.0168123E+03,305.0437000,1.0168123E-03,0.3050437,1.287057E-04,1.1344853E-02
2981,9.5374376E+02,286.12313000,9.5374376E-04,0.28612313,1.9560684E-04,1.3985951E-02
2991,1.007837E+03,302.35112000,1.007837E-03,0.30235112,1.8654976E-04,1.3658322E-02
3001,1.0937976E+03,328.13928000,1.0937976E-03,0.32813928,1.2392324E-04,1.1132081E-02
3011,1.0414015E+03,312.42046000,1.0414015E-03,0.31242046,1.5941136E-04,1.2625821E-02
