n,eachLogEach,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3,medianEach1e3,medianEach1e6
135,1165.69825,763.317,440.83786,4.4083786,0.44083786,4.4083787E-04,220418.94,2204.1892,220.41893,0.22041893,5.7180776E-05,7.5617973E-03,0.218729,218.729,0.437458,437.458
134,1146.6158,757.6628,434.6332,4.346332,0.4346332,4.346332E-04,217316.6,2173.166,217.3166,0.2173166,5.950197E-05,7.713752E-03,0.215457,215.457,0.430914,430.91403
133,1121.30953,752.0086,426.38547,4.2638545,0.42638546,4.2638546E-04,213192.73,2131.9272,213.19273,0.21319273,4.8054746E-05,6.932153E-03,0.211557,211.557,0.423114,423.11398
132,1154.1668,746.3544,437.0899,4.370899,0.43708992,4.370899E-04,218544.95,2185.4497,218.54495,0.21854496,3.819693E-04,1.9544035E-02,0.211299,211.299,0.422598,422.59802
131,1243.39142,740.7002,465.97537,4.659754,0.46597537,4.6597538E-04,232987.69,2329.877,232.98769,0.23298769,6.1015395E-04,2.4701294E-02,0.223537,223.537,0.447074,447.074
130,1126.31443,735.046,428.01843,4.2801843,0.42801842,4.2801842E-04,214009.2,2140.092,214.00922,0.21400921,7.085156E-05,8.417337E-03,0.21318,213.18001,0.42636,426.36
129,1102.8994,729.3918,420.3711,4.203711,0.4203711,4.203711E-04,210185.55,2101.8555,210.18555,0.21018554,5.93968E-05,7.706932E-03,0.209279,209.279,0.418558,418.55798
128,1082.29502,723.7376,413.62534,4.1362534,0.41362533,4.1362533E-04,206812.67,2068.1267,206.81267,0.20681266,4.823198E-05,6.944925E-03,0.204361,204.36101,0.408722,408.72202
127,1067.7428,718.0834,408.8516,4.088516,0.4088516,4.088516E-04,204425.8,2044.2579,204.4258,0.2044258,5.322396E-05,7.2954753E-03,0.202679,202.679,0.405358,405.35797
126,1063.14612,712.4292,407.34204,4.0734205,0.40734205,4.0734204E-04,203671.02,2036.7102,203.67102,0.20367102,6.0679242E-05,7.789688E-03,0.202053,202.053,0.404106,404.106
125,1052.6883,706.775,403.9047,4.0390472,0.4039047,4.039047E-04,201952.36,2019.5236,201.95235,0.20195235,4.7002333E-05,6.855825E-03,0.199991,199.991,0.399982,399.982
124,1052.47327,701.1208,403.83398,4.0383396,0.403834,4.0383398E-04,201917.0,2019.1699,201.91699,0.201917,5.634331E-05,7.5062183E-03,0.200826,200.826,0.401652,401.652
123,1035.32008,695.4666,398.18674,3.9818673,0.39818674,3.9818673E-04,199093.38,1990.9337,199.09337,0.19909337,7.278873E-05,8.531631E-03,0.198938,198.938,0.397876,397.876
122,1015.62126,689.8124,391.68723,3.9168723,0.39168724,3.9168724E-04,195843.63,1958.4363,195.84363,0.19584362,6.934902E-05,8.327606E-03,0.196181,196.181,0.392362,392.362
121,1015.3097,684.1582,391.5843,3.915843,0.3915843,3.915843E-04,195792.16,1957.9215,195.79216,0.19579215,7.0369475E-05,8.388652E-03,0.1959,195.9,0.3918,391.8
120,1005.02619,678.504,388.18506,3.8818505,0.38818505,3.8818506E-04,194092.53,1940.9253,194.09253,0.19409253,7.1125585E-05,8.433599E-03,0.192517,192.517,0.385034,385.034
119,992.32774,672.8498,383.98163,3.839816,0.38398162,3.8398162E-04,191990.81,1919.9081,191.99081,0.19199081,6.136584E-05,7.833635E-03,0.189753,189.75299,0.379506,379.506
118,977.97632,667.1956,379.22305,3.7922306,0.37922305,3.7922306E-04,189611.53,1896.1152,189.61153,0.18961152,3.2555345E-05,5.705729E-03,0.188248,188.248,0.376496,376.496
117,981.18364,661.5414,380.28726,3.8028727,0.38028726,3.8028727E-04,190143.63,1901.4363,190.14363,0.19014363,8.264942E-05,9.091172E-03,0.18859,188.59001,0.37718,377.18
116,974.5798,655.8872,378.0956,3.780956,0.3780956,3.780956E-04,189047.8,1890.478,189.0478,0.1890478,5.7837344E-05,7.6050865E-03,0.187582,187.582,0.375164,375.164
115,972.443,650.233,377.386,3.77386,0.377386,3.77386E-04,188693.0,1886.93,188.69301,0.188693,4.1951866E-05,6.477026E-03,0.187022,187.022,0.374044,374.044
114,954.87420,644.5788,371.54477,3.7154477,0.37154478,3.7154477E-04,185772.39,1857.7239,185.77238,0.18577239,6.9319976E-05,8.325862E-03,0.184592,184.592,0.369184,369.184
113,936.1054,638.9246,365.2898,3.652898,0.3652898,3.652898E-04,182644.9,1826.4491,182.6449,0.1826449,5.1821306E-05,7.1987016E-03,0.181415,181.41501,0.36283,362.83002
112,933.44838,633.2704,364.40308,3.6440306,0.36440307,3.6440307E-04,182201.53,1822.0154,182.20154,0.18220153,5.2398296E-05,7.2386665E-03,0.180282,180.282,0.360564,360.56396
111,916.409,627.6162,358.709,3.5870903,0.358709,3.5870902E-04,179354.5,1793.545,179.3545,0.1793545,4.2717205E-05,6.53584E-03,0.178288,178.288,0.356576,356.576
110,911.5107,621.962,357.0697,3.570697,0.3570697,3.5706972E-04,178534.84,1785.3485,178.53485,0.17853485,4.195347E-05,6.4771497E-03,0.177315,177.315,0.35463,354.63
109,900.86622,616.3078,353.50354,3.5350354,0.35350353,3.5350354E-04,176751.77,1767.5176,176.75177,0.17675176,6.9489884E-05,8.33606E-03,0.175899,175.899,0.351798,351.798
108,908.82400,610.6536,356.17007,3.5617008,0.3561701,3.561701E-04,178085.05,1780.8505,178.08504,0.17808504,9.54227E-05,9.768454E-03,0.176585,176.585,0.35317,353.17
107,879.06052,604.9994,346.18167,3.4618168,0.3461817,3.4618168E-04,173090.84,1730.9084,173.09085,0.17309085,5.0457937E-05,7.103375E-03,0.172077,172.077,0.344154,344.154
106,866.5494,599.3452,341.9705,3.419705,0.3419705,3.419705E-04,170985.25,1709.8525,170.98524,0.17098525,4.3678338E-05,6.608959E-03,0.170399,170.399,0.340798,340.798
105,877.00931,593.691,345.49176,3.4549174,0.34549174,3.4549175E-04,172745.88,1727.4587,172.74586,0.17274587,5.6081604E-05,7.4887653E-03,0.170669,170.669,0.341338,341.338
104,857.1970,588.0368,338.8176,3.388176,0.3388176,3.388176E-04,169408.8,1694.088,169.4088,0.1694088,6.0784183E-05,7.796421E-03,0.169101,169.101,0.338202,338.202
103,856.16895,582.3826,338.47076,3.3847077,0.33847076,3.3847077E-04,169235.38,1692.3538,169.23538,0.16923538,5.3762054E-05,7.332261E-03,0.16821,168.21,0.33642,336.41998
102,840.8388,576.7284,333.2925,3.3329253,0.3332925,3.3329253E-04,166646.25,1666.4625,166.64626,0.16664626,4.3844284E-05,6.6215014E-03,0.165245,165.245,0.33049,330.49
101,838.95402,571.0742,332.65503,3.3265502,0.33265504,3.3265504E-04,166327.52,1663.2753,166.32751,0.16632752,5.137853E-05,7.167882E-03,0.165797,165.797,0.331594,331.594
100,826.52571,565.42,328.44708,3.2844708,0.32844707,3.284471E-04,164223.53,1642.2354,164.22354,0.16422354,5.917434E-05,7.692486E-03,0.163309,163.30899,0.326618,326.618
99,829.26562,559.7658,329.37543,3.2937543,0.32937545,3.2937544E-04,164687.72,1646.8772,164.68773,0.16468772,5.374837E-05,7.331328E-03,0.164328,164.32799,0.328656,328.656
98,812.6177,554.1116,323.7287,3.2372868,0.32372868,3.237287E-04,161864.34,1618.6434,161.86433,0.16186434,5.4018346E-05,7.3497174E-03,0.162242,162.24199,0.324484,324.48398
97,798.86031,548.4574,319.05142,3.190514,0.3190514,3.190514E-04,159525.7,1595.2571,159.52571,0.1595257,6.229019E-05,7.892414E-03,0.16001,160.01,0.32002,320.02
96,806.8803,542.8032,321.7793,3.2177927,0.32177928,3.2177928E-04,160889.64,1608.8964,160.88963,0.16088964,5.1626095E-05,7.18513E-03,0.161027,161.027,0.322054,322.054
95,800.46545,537.149,319.59766,3.1959765,0.31959766,3.1959766E-04,159798.83,1597.9883,159.79883,0.15979883,5.1978834E-05,7.209635E-03,0.159782,159.78201,0.319564,319.56403
94,789.28754,531.4948,315.79086,3.1579084,0.31579086,3.1579085E-04,157895.44,1578.9543,157.89543,0.15789543,4.2818945E-05,6.5436186E-03,0.158351,158.351,0.316702,316.702
93,787.13188,525.8406,315.05594,3.1505594,0.31505594,3.1505595E-04,157527.97,1575.2797,157.52797,0.15752797,4.515937E-05,6.720072E-03,0.156819,156.819,0.313638,313.638
92,781.80193,520.1864,313.23773,3.1323771,0.31323773,3.1323772E-04,156618.86,1566.1886,156.61887,0.15661886,4.0262217E-05,6.3452516E-03,0.156567,156.567,0.313134,313.13403
91,766.2620,514.5322,307.9276,3.079276,0.3079276,3.079276E-04,153963.8,1539.6381,153.9638,0.1539638,4.5109784E-05,6.7163818E-03,0.155108,155.108,0.310216,310.216
90,757.34646,508.878,304.87494,3.0487494,0.30487493,3.0487493E-04,152437.47,1524.3746,152.43747,0.15243746,3.655994E-05,6.046482E-03,0.153238,153.23799,0.306476,306.47598
89,754.82233,503.2238,304.00986,3.0400984,0.30400985,3.0400985E-04,152004.92,1520.0493,152.00493,0.15200493,4.5395973E-05,6.737653E-03,0.152032,152.032,0.304064,304.06403
88,740.63731,497.5696,299.14145,2.9914145,0.29914144,2.9914145E-04,149570.72,1495.7072,149.57072,0.14957072,5.4417924E-05,7.3768506E-03,0.148362,148.362,0.296724,296.724
87,724.3518,491.9154,293.5375,2.935375,0.2935375,2.935375E-04,146768.75,1467.6875,146.76875,0.14676875,4.4988195E-05,6.707324E-03,0.147332,147.332,0.294664,294.664
86,720.12737,486.2612,292.08124,2.9208124,0.29208124,2.9208124E-04,146040.63,1460.4061,146.04062,0.14604062,4.469617E-05,6.6855196E-03,0.145848,145.848,0.291696,291.696
85,700.70030,480.607,285.37015,2.8537016,0.28537017,2.8537016E-04,142685.08,1426.8508,142.68509,0.14268509,5.09537E-05,7.138186E-03,0.14334,143.34001,0.28668,286.68
84,689.53319,474.9528,281.50174,2.8150175,0.28150174,2.8150174E-04,140750.88,1407.5087,140.75087,0.14075087,3.9418745E-05,6.278435E-03,0.140701,140.70099,0.281402,281.402
83,676.86805,469.2986,277.10468,2.7710466,0.27710468,2.7710467E-04,138552.34,1385.5234,138.55234,0.13855234,3.343702E-05,5.782475E-03,0.138895,138.895,0.27779,277.79
82,669.4526,463.6444,274.5253,2.7452528,0.27452528,2.745253E-04,137262.64,1372.6265,137.26265,0.13726264,3.9410726E-05,6.2777963E-03,0.137055,137.055,0.27411,274.11002
81,664.42553,457.9902,272.77463,2.7277462,0.27277464,2.7277463E-04,136387.31,1363.8732,136.38731,0.13638732,3.9245802E-05,6.264647E-03,0.136957,136.957,0.273914,273.91403
80,652.1283,452.336,268.4849,2.684849,0.2684849,2.684849E-04,134242.44,1342.4244,134.24245,0.13424245,4.0710445E-05,6.3804737E-03,0.1324,132.40001,0.2648,264.80002
79,654.90392,446.6818,269.45404,2.6945403,0.26945403,2.6945403E-04,134727.02,1347.2701,134.72702,0.13472702,4.9127517E-05,7.0091025E-03,0.134001,134.001,0.268002,268.002
78,640.51320,441.0276,264.42355,2.6442356,0.26442355,2.6442355E-04,132211.78,1322.1178,132.21178,0.13221177,3.9946714E-05,6.320341E-03,0.133162,133.162,0.266324,266.324
77,619.90445,435.3734,257.19394,2.5719392,0.25719392,2.5719393E-04,128596.96,1285.9696,128.59695,0.12859696,5.0444498E-05,7.102429E-03,0.127881,127.881004,0.255762,255.76202
76,609.52930,429.7192,253.54259,2.535426,0.2535426,2.535426E-04,126771.305,1267.713,126.7713,0.1267713,4.0815863E-05,6.3887294E-03,0.126613,126.61301,0.253226,253.22603
75,598.68522,424.065,249.71759,2.497176,0.2497176,2.497176E-04,124858.79,1248.5879,124.85879,0.12485879,2.5957363E-05,5.094837E-03,0.124443,124.443,0.248886,248.886
74,591.06999,418.4108,247.02612,2.4702613,0.24702613,2.4702612E-04,123513.055,1235.1306,123.51306,0.12351306,5.1821626E-05,7.198724E-03,0.12029,120.29,0.24058,240.58
73,563.50366,412.7566,237.24501,2.37245,0.23724501,2.3724501E-04,118622.51,1186.2251,118.622505,0.118622504,3.3682747E-05,5.803684E-03,0.116944,116.944,0.233888,233.888
72,557.45826,407.1024,235.09172,2.350917,0.23509172,2.3509172E-04,117545.86,1175.4586,117.54586,0.11754586,2.7138296E-05,5.209443E-03,0.114899,114.899,0.229798,229.798
71,560.74983,401.4482,236.26451,2.3626451,0.23626451,2.3626452E-04,118132.26,1181.3225,118.132256,0.118132256,2.7405038E-05,5.2349824E-03,0.117407,117.407005,0.234814,234.814
70,548.4836,395.794,231.8894,2.3188941,0.23188941,2.3188941E-04,115944.7,1159.447,115.9447,0.115944706,3.2992924E-05,5.743947E-03,0.115443,115.443,0.230886,230.886
69,546.52771,390.1398,231.19061,2.311906,0.2311906,2.3119061E-04,115595.305,1155.953,115.59531,0.1155953,3.116264E-05,5.582351E-03,0.11541,115.41,0.23082,230.82
68,530.06157,384.4856,225.29443,2.2529445,0.22529444,2.2529444E-04,112647.22,1126.4722,112.64722,0.11264722,3.5276644E-05,5.9394143E-03,0.110189,110.188995,0.220378,220.378
67,530.11687,378.8314,225.31427,2.2531428,0.22531427,2.2531427E-04,112657.14,1126.5714,112.657135,0.11265714,2.9155955E-05,5.3996253E-03,0.111478,111.478004,0.222956,222.95601
66,513.35794,373.1772,219.28853,2.1928854,0.21928853,2.1928853E-04,109644.266,1096.4426,109.644264,0.109644264,2.4518871E-05,4.9516535E-03,0.108634,108.634,0.217268,217.268
65,496.5657,367.523,213.2247,2.132247,0.21322471,2.132247E-04,106612.35,1066.1235,106.61236,0.106612355,1.8381137E-05,4.287323E-03,0.105189,105.189,0.210378,210.378
64,487.72297,361.8688,210.02065,2.1002064,0.21002065,2.1002065E-04,105010.32,1050.1033,105.01032,0.10501032,2.5758105E-05,5.0752442E-03,0.103347,103.347,0.206694,206.694
63,475.35846,356.2146,205.52753,2.0552752,0.20552753,2.0552753E-04,102763.766,1027.6377,102.76376,0.102763765,3.0156245E-05,5.49147E-03,0.100904,100.904,0.201808,201.80801
62,475.55447,350.5604,205.59888,2.0559888,0.20559888,2.0559887E-04,102799.44,1027.9944,102.79944,0.10279944,4.0540363E-05,6.3671316E-03,0.101915,101.915,0.20383,203.83
61,462.68830,344.9062,200.90717,2.0090716,0.20090716,2.0090716E-04,100453.58,1004.53577,100.453575,0.10045358,2.5309077E-05,5.0308127E-03,9.8761E-02,98.761,0.197522,197.52199
60,453.0483,339.252,197.3805,1.973805,0.19738048,1.9738049E-04,98690.24,986.9024,98.69024,9.869024E-02,2.4944298E-05,4.994427E-03,9.7253E-02,97.253006,0.194506,194.50601
59,448.43396,333.5978,195.68886,1.9568886,0.19568886,1.9568886E-04,97844.43,978.4443,97.84443,9.784443E-02,2.0235217E-05,4.498357E-03,9.6003E-02,96.003006,0.192006,192.006
58,430.20430,327.9436,188.98267,1.8898267,0.18898267,1.8898267E-04,94491.336,944.9133,94.49133,9.449133E-02,4.1624724E-05,6.4517227E-03,9.3978E-02,93.978004,0.187956,187.956
57,424.58023,322.2894,186.90608,1.8690608,0.18690608,1.8690608E-04,93453.04,934.5304,93.45304,9.345304E-02,3.8018574E-05,6.1659203E-03,9.3237E-02,93.237,0.186474,186.47398
56,412.51440,316.6352,182.43839,1.8243839,0.18243837,1.8243838E-04,91219.19,912.1919,91.219185,9.121919E-02,5.9814258E-05,7.7339676E-03,9.2697E-02,92.697,0.185394,185.394
55,415.06231,310.981,183.38327,1.8338326,0.18338327,1.8338326E-04,91691.63,916.9164,91.691635,9.1691636E-02,9.710761E-05,9.8543195E-03,9.1916E-02,91.916,0.183832,183.832
54,406.69996,305.3268,180.27916,1.8027915,0.18027915,1.8027915E-04,90139.58,901.39575,90.13957,9.0139575E-02,6.518022E-05,8.073427E-03,8.9097E-02,89.097,0.178194,178.19402
